Show Name,Theatre Name,Start Date,End Date,Link
"Ruislip Dramatic Society performing outside-edge ","Ickenham, Unknown State","14 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/11689/outside-edge"
"Sheringham Little Theatre performing outside-edge ","Norfolk, Norfolk","25 June 2025","28 June 2025","https://www.concordtheatricals.co.uk/p/11689/outside-edge"
"The Dunstable Rep Theatre Club performing 3women ","Dunstable, Bedfordshire","9 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/64121/3women"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Chads Theatre Company performing dangerous-corner ","Stockport, Cheshire","24 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Dewsbury Arts Group performing dangerous-corner ","Dewsbury, West Yorkshire","27 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/9052/dangerous-corner"
"Burnley Garrick Theatre Group performing stepping-out ","BURNLEY, Lancashire","28 May 2025","31 May 2025","https://www.concordtheatricals.co.uk/p/2292/stepping-out"
"Guide Bridge Theatre performing stepping-out ","Tameside, Manchester (Greater)","26 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/2292/stepping-out"
"St Ives Theatre performing stepping-out ","St Ives, Cornwall","16 February 2026","20 February 2026","https://www.concordtheatricals.co.uk/p/2292/stepping-out"
"The Bench Theatre performing stepping-out ","Havant, Hampshire","10 July 2025","19 July 2025","https://www.concordtheatricals.co.uk/p/2292/stepping-out"
"East Kilbride Repertory Theatre Club performing table-manners ","East Kilbride, South Lanarkshire","1 January 2030","1 January 2030","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"Giffnock Theatre Players performing table-manners ","Glasgow, Glasgow","26 May 2025","28 May 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Bob Hope Theatre performing table-manners ","Eltham, London","11 June 2025","14 June 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Questors Theatre performing table-manners ","LONDON, London","12 July 2025","19 July 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"East Kilbride Repertory Theatre Club performing table-manners ","East Kilbride, South Lanarkshire","1 January 2030","1 January 2030","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"Giffnock Theatre Players performing table-manners ","Glasgow, Glasgow","26 May 2025","28 May 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Bob Hope Theatre performing table-manners ","Eltham, London","11 June 2025","14 June 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Questors Theatre performing table-manners ","LONDON, London","12 July 2025","19 July 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"East Kilbride Repertory Theatre Club performing table-manners ","East Kilbride, South Lanarkshire","1 January 2030","1 January 2030","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"Giffnock Theatre Players performing table-manners ","Glasgow, Glasgow","26 May 2025","28 May 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Bob Hope Theatre performing table-manners ","Eltham, London","11 June 2025","14 June 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"The Questors Theatre performing table-manners ","LONDON, London","12 July 2025","19 July 2025","https://www.concordtheatricals.co.uk/p/1037/table-manners"
"Wivelsfield Little Theatre performing day-of-reckoning ","Wivelsfield Green, East Sussex","14 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/11531/day-of-reckoning"
"Bancroft Players performing educating-rita ","Hitchin, Hertfordshire","21 April 2026","25 April 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Dark Night Players performing educating-rita ","campbell river, British Columbia","18 June 2025","21 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Keighley Playhouse performing educating-rita ","Keighley, West Yorkshire","26 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Newport Playgoers Society performing educating-rita ","Newport, South Wales, Gwent (Blaenau Gwent)","4 February 2026","7 February 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Partington Theatre Club Limited performing educating-rita ","Glossop, Derbyshire","30 June 2025","5 July 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Workington Playgoers Ltd performing educating-rita ","Workington, Cumbria","17 June 2025","20 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Bancroft Players performing educating-rita ","Hitchin, Hertfordshire","21 April 2026","25 April 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Dark Night Players performing educating-rita ","campbell river, British Columbia","18 June 2025","21 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Keighley Playhouse performing educating-rita ","Keighley, West Yorkshire","26 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Newport Playgoers Society performing educating-rita ","Newport, South Wales, Gwent (Blaenau Gwent)","4 February 2026","7 February 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Partington Theatre Club Limited performing educating-rita ","Glossop, Derbyshire","30 June 2025","5 July 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Workington Playgoers Ltd performing educating-rita ","Workington, Cumbria","17 June 2025","20 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Bancroft Players performing educating-rita ","Hitchin, Hertfordshire","21 April 2026","25 April 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Dark Night Players performing educating-rita ","campbell river, British Columbia","18 June 2025","21 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Keighley Playhouse performing educating-rita ","Keighley, West Yorkshire","26 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Newport Playgoers Society performing educating-rita ","Newport, South Wales, Gwent (Blaenau Gwent)","4 February 2026","7 February 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Partington Theatre Club Limited performing educating-rita ","Glossop, Derbyshire","30 June 2025","5 July 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Workington Playgoers Ltd performing educating-rita ","Workington, Cumbria","17 June 2025","20 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Bancroft Players performing educating-rita ","Hitchin, Hertfordshire","21 April 2026","25 April 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Dark Night Players performing educating-rita ","campbell river, British Columbia","18 June 2025","21 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Keighley Playhouse performing educating-rita ","Keighley, West Yorkshire","26 January 2026","31 January 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Newport Playgoers Society performing educating-rita ","Newport, South Wales, Gwent (Blaenau Gwent)","4 February 2026","7 February 2026","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Partington Theatre Club Limited performing educating-rita ","Glossop, Derbyshire","30 June 2025","5 July 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Workington Playgoers Ltd performing educating-rita ","Workington, Cumbria","17 June 2025","20 June 2025","https://www.concordtheatricals.co.uk/p/2392/educating-rita"
"Ghostlight Performers performing teechers  ","Southport, Merseyside","21 June 2025","21 June 2025","https://www.concordtheatricals.co.uk/p/5244/teechers"
"RGS Worcester performing teechers  ","Worcester, Worcestershire","7 May 2025","9 May 2025","https://www.concordtheatricals.co.uk/p/5244/teechers"
"Syston QT Theatre Group performing teechers  ","Leicester, Leicestershire","10 June 2025","13 June 2025","https://www.concordtheatricals.co.uk/p/5244/teechers"
"Taking Flight Theatre Company performing teechers  ","Cardiff, Cardiff","31 July 2025","31 July 2025","https://www.concordtheatricals.co.uk/p/5244/teechers"
"That's The Badger Productions performing teechers  ","Ilkley, West Yorkshire","4 June 2026","6 June 2026","https://www.concordtheatricals.co.uk/p/5244/teechers"
"Horfield Theatre Company performing pity-about-kitty ","Bristol, Bristol","7 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/12083/pity-about-kitty"
"Horfield Theatre Company performing pity-about-kitty ","Bristol, Bristol","7 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/12083/pity-about-kitty"
"Horfield Theatre Company performing pity-about-kitty ","Bristol, Bristol","7 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/12083/pity-about-kitty"
"Horfield Theatre Company performing pity-about-kitty ","Bristol, Bristol","7 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/12083/pity-about-kitty"
"Horfield Theatre Company performing pity-about-kitty ","Bristol, Bristol","7 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/12083/pity-about-kitty"
"Bromley Little Theatre performing the-dresser ","Bromley, Kent","23 April 2025","27 April 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Liskeard, Cornwall","24 October 2025","25 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Newquay, Cornwall","30 October 2025","30 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Bodmin, Cornwall","31 October 2025","31 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Cornwall, Cornwall","1 November 2025","1 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Downderry, Cornwall","7 November 2025","7 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","DARTMOUTH, Devon","8 November 2025","8 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Liskeard, Cornwall","14 November 2025","14 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Kingsand, Cornwall","15 November 2025","15 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Circle 67 performing the-dresser ","Bramfield, Suffolk","29 April 2025","29 April 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Hathersage Players performing the-dresser ","Hathersage, Derbyshire","4 June 2025","7 June 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Second Thoughts Drama Group performing the-dresser ","Stratford-upon-Avon, Warwickshire","22 October 2025","25 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Southend Shakespeare Company performing the-dresser ","Westcliff-on-Sea, Essex","28 October 2025","1 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Bromley Little Theatre performing the-dresser ","Bromley, Kent","23 April 2025","27 April 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Liskeard, Cornwall","24 October 2025","25 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Newquay, Cornwall","30 October 2025","30 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Bodmin, Cornwall","31 October 2025","31 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Cornwall, Cornwall","1 November 2025","1 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Downderry, Cornwall","7 November 2025","7 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","DARTMOUTH, Devon","8 November 2025","8 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Liskeard, Cornwall","14 November 2025","14 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Camp Theatre Company performing the-dresser ","Kingsand, Cornwall","15 November 2025","15 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Circle 67 performing the-dresser ","Bramfield, Suffolk","29 April 2025","29 April 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Hathersage Players performing the-dresser ","Hathersage, Derbyshire","4 June 2025","7 June 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Second Thoughts Drama Group performing the-dresser ","Stratford-upon-Avon, Warwickshire","22 October 2025","25 October 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"Southend Shakespeare Company performing the-dresser ","Westcliff-on-Sea, Essex","28 October 2025","1 November 2025","https://www.concordtheatricals.co.uk/p/11205/the-dresser"
"BAYSTON HILL AMATEUR DRAMATICS SOCIETY performing confusions ","Shrewsbury, Shropshire","15 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"Cottingham Little Theatre performing confusions ","Cottingham, East Riding of Yorkshire","1 January 2030","1 January 2030","https://www.concordtheatricals.co.uk/p/939/confusions"
"Droylsden Little Theatre performing confusions ","MANCHESTER, Lancashire","12 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"Proscenium Theatre Group performing confusions ","Ickenham, Middlesex","4 June 2025","7 June 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"BAYSTON HILL AMATEUR DRAMATICS SOCIETY performing confusions ","Shrewsbury, Shropshire","15 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"Cottingham Little Theatre performing confusions ","Cottingham, East Riding of Yorkshire","1 January 2030","1 January 2030","https://www.concordtheatricals.co.uk/p/939/confusions"
"Droylsden Little Theatre performing confusions ","MANCHESTER, Lancashire","12 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"Proscenium Theatre Group performing confusions ","Ickenham, Middlesex","4 June 2025","7 June 2025","https://www.concordtheatricals.co.uk/p/939/confusions"
"Limepalm Productions performing the-history-boys ","Haywards Heath, West Sussex","3 July 2025","4 July 2025","https://www.concordtheatricals.co.uk/p/6792/the-history-boys"
"NK Theatre Arts performing the-history-boys ","Stockport, Cheshire","11 February 2026","13 February 2026","https://www.concordtheatricals.co.uk/p/6792/the-history-boys"
"Limepalm Productions performing the-history-boys ","Haywards Heath, West Sussex","3 July 2025","4 July 2025","https://www.concordtheatricals.co.uk/p/6792/the-history-boys"
"NK Theatre Arts performing the-history-boys ","Stockport, Cheshire","11 February 2026","13 February 2026","https://www.concordtheatricals.co.uk/p/6792/the-history-boys"
"Chester Little Theatre performing last-of-the-red-hot-lovers ","Chester, Cheshire","3 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/2802/last-of-the-red-hot-lovers"
"Lewes Old Grammar School performing teechers-leavers-22 ","Lewes, East Sussex","14 June 2025","15 June 2025","https://www.concordtheatricals.co.uk/p/95708/teechers-leavers-22"
"Lewes Old Grammar School performing teechers-leavers-22 ","Lewes, East Sussex","14 June 2025","15 June 2025","https://www.concordtheatricals.co.uk/p/95708/teechers-leavers-22"
"Parlour Players performing the-unexpected-guest?utm_source=google.com&utm_medium=organic ","South Croydon, Surrey","8 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1051/the-unexpected-guest?utm_source=google.com&utm_medium=organic"
"Peninsula Players performing the-unexpected-guest?utm_source=google.com&utm_medium=organic ","Sidney, British Columbia","16 May 2025","18 May 2025","https://www.concordtheatricals.co.uk/p/1051/the-unexpected-guest?utm_source=google.com&utm_medium=organic"
"St. John's Players performing dead-ringer-ross ","Gloucester, Gloucestershire","13 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/8896/dead-ringer-ross"
"Bolton Little Theatre performing the-deep-blue-sea  ","Bolton, Lancashire","17 May 2025","24 May 2025","https://www.concordtheatricals.co.uk/p/9612/the-deep-blue-sea"
"High Street Players performing the-deep-blue-sea  ","Harpenden, Hertfordshire","16 May 2025","17 May 2025","https://www.concordtheatricals.co.uk/p/9612/the-deep-blue-sea"
"The Company of Players performing the-deep-blue-sea  ","Hertford, Hertfordshire","1 May 2026","9 May 2026","https://www.concordtheatricals.co.uk/p/9612/the-deep-blue-sea"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Axstane Players performing the-hollow ","Dartford, Kent","9 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"Susan Nicholl performing the-hollow ","Victoria, British Columbia","1 October 2025","12 October 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"TOADS Theatre Company performing the-hollow ","Torquay, Devon","15 September 2025","20 September 2025","https://www.concordtheatricals.co.uk/p/1385/the-hollow"
"ALTRINCHAM LITTLE THEATRE performing murder-by-misadventure ","Altrincham, Cheshire","18 May 2025","24 May 2025","https://www.concordtheatricals.co.uk/p/8731/murder-by-misadventure"
"Salterton Drama Club performing murder-by-misadventure ","Budleigh Salterton, Devon","1 December 2025","6 December 2025","https://www.concordtheatricals.co.uk/p/8731/murder-by-misadventure"
"The Harper Trust performing the-worst-witch ","Bedford, Bedfordshire","3 July 2025","5 July 2025","https://www.concordtheatricals.co.uk/p/65799/the-worst-witch"
"Market Harborough Drama Society performing breathing-corpses ","Market Harborough, Leicestershire","19 May 2026","23 May 2026","https://www.concordtheatricals.co.uk/p/11473/breathing-corpses"
"Market Harborough Drama Society performing breathing-corpses ","Market Harborough, Leicestershire","19 May 2026","23 May 2026","https://www.concordtheatricals.co.uk/p/11473/breathing-corpses"
"Knutsford Little Theatre performing whos-afraid-of-virginia-woolf?utm_source=google.com&utm_medium=organic ","Knutsford, Cheshire","11 March 2026","21 March 2026","https://www.concordtheatricals.co.uk/p/7480/whos-afraid-of-virginia-woolf?utm_source=google.com&utm_medium=organic"
"Knutsford Little Theatre performing whos-afraid-of-virginia-woolf?utm_source=google.com&utm_medium=organic ","Knutsford, Cheshire","11 March 2026","21 March 2026","https://www.concordtheatricals.co.uk/p/7480/whos-afraid-of-virginia-woolf?utm_source=google.com&utm_medium=organic"
"Bird College performing titanic ","Sidcup, Kent","30 April 2025","3 May 2025","https://www.concordtheatricals.co.uk/p/44694/titanic"
"King's Lynn Players (Mr L.J. Judd) performing titanic ","King's Lynn, Norfolk","12 November 2025","15 November 2025","https://www.concordtheatricals.co.uk/p/44694/titanic"
"Bird College performing titanic ","Sidcup, Kent","30 April 2025","3 May 2025","https://www.concordtheatricals.co.uk/p/44694/titanic"
"King's Lynn Players (Mr L.J. Judd) performing titanic ","King's Lynn, Norfolk","12 November 2025","15 November 2025","https://www.concordtheatricals.co.uk/p/44694/titanic"
"Progress Theatre performing the-cripple-of-inishmaan ","Reading, Unknown State","2 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/11200/the-cripple-of-inishmaan"
"Progress Theatre performing the-cripple-of-inishmaan ","Reading, Unknown State","2 May 2025","10 May 2025","https://www.concordtheatricals.co.uk/p/11200/the-cripple-of-inishmaan"
"Cotswold Players performing rosencrantz-and-guildenstern-are-dead ","Stroud, Gloucestershire","30 September 2025","4 October 2025","https://www.concordtheatricals.co.uk/p/2819/rosencrantz-and-guildenstern-are-dead"
"The Edward Alderton Theatre performing rosencrantz-and-guildenstern-are-dead ","Bexleyheath, Kent","16 May 2026","23 May 2026","https://www.concordtheatricals.co.uk/p/2819/rosencrantz-and-guildenstern-are-dead"